title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
Search Marketing Manager,Full-time,Mid-Senior level,Internet,Marketing,1,0,0,Correct
Senior SharePoint Developer,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Construction Management - Chicagoland Area,Full-time,Mid-Senior level,Construction,Sales,1,0,0,Correct
Real Estate Finance Paralegal Job in Orange County,unknown,unknown,unknown,unknown,0,0,0,Correct
English Teacher Overseas,Contract,unknown,Education Management,unknown,1,0,0,Correct
Business Manager,Full-time,Director,Information Technology and Services,Production,1,0,0,Correct
Estimator,Contract,Mid-Senior level,Utilities,Engineering,1,0,0,Correct
Sales & Support role,Full-time,Entry level,Telecommunications,Customer Service,1,0,0,Correct
Technical Writer ,Temporary,Associate,Information Technology and Services,Writing/Editing,1,0,0,Correct
Sales Director - Business-to-Business Channel ,unknown,unknown,unknown,Sales,1,0,0,Correct
Customer Service Associate - Part Time ,Part-time,Entry level,"Health, Wellness and Fitness",Customer Service,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Mobile Product Designer,Full-time,Mid-Senior level,Internet,Design,1,0,0,Correct
Senior Digital Producer,Contract,Mid-Senior level,Marketing and Advertising,Project Management,1,0,0,Correct
Receptionist/Front Desk,Full-time,Entry level,Entertainment,Administrative,0,1,0,Wrong
Consulting Delivery Leader - Sales Effectiveness,Contract,Director,Management Consulting,unknown,1,0,0,Correct
Wardrobe & Product Stylist,unknown,unknown,unknown,unknown,1,0,0,Correct
C# Developer,Full-time,unknown,Information Technology and Services,Research,1,0,0,Correct
Manager of Process Design and Improvement,Full-time,Director,unknown,Information Technology,0,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Java Developer,Contract,Mid-Senior level,Publishing,Information Technology,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Careers Adviser ,unknown,unknown,unknown,unknown,0,0,0,Correct
Production Specialist,Full-time,Entry level,Computer Hardware,Production,1,0,0,Correct
UI Designer,Full-time,Associate,Outsourcing/Offshoring,Other,0,0,0,Correct
Production Artist,Full-time,Internship,unknown,unknown,1,0,0,Correct
Office Manager,Full-time,Mid-Senior level,Computer Games,Management,1,0,0,Correct
CNC Programmer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Sales Account Manager,Full-time,Associate,Computer Software,Sales,1,0,0,Correct
Webmaster,Full-time,unknown,Marketing and Advertising,Marketing,1,0,0,Correct
SharePoint Architect,Contract,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Patient Care Coordinator,Full-time,Associate,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Ecommerce Marketing Manager,Full-time,unknown,unknown,Marketing,0,0,0,Correct
Sales Manager NL,Full-time,Associate,Computer Software,Sales,1,0,0,Correct
Court Runner,Full-time,Entry level,Legal Services,Legal,1,0,0,Correct
Training Administrator,unknown,unknown,unknown,unknown,0,0,0,Correct
PwC - Advisory Pricing Director Technology Sector,Full-time,unknown,Accounting,unknown,1,0,0,Correct
"Operations Supervisor - Urbana, IL",Full-time,Mid-Senior level,Facilities Services,Manufacturing,0,0,0,Correct
Sales\Tradeshow associate for wholesale store ,Full-time,Associate,Wholesale,Sales,0,0,0,Correct
Global Account Director,Full-time,Mid-Senior level,Marketing and Advertising,Management,1,0,0,Correct
QA Manager,Full-time,Associate,Internet,Quality Assurance,1,0,0,Correct
Full Stack Developer (PHP/JS),Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Corporate Receptionist,Full-time,Associate,Environmental Services,Administrative,0,0,0,Correct
Warehouse Operator ,Full-time,unknown,unknown,unknown,1,0,0,Correct
QA Software Engineer,Full-time,Director,Computer Software,Engineering,0,0,0,Correct
Sub-prime Automotive Finance Analyst/Underwriter,Full-time,Associate,Financial Services,Finance,1,0,0,Correct
Administrative Assistant,Full-time,unknown,Accounting,Administrative,1,1,0,Wrong
Account Manager - WeDeliver,Full-time,Associate,Logistics and Supply Chain,Sales,1,0,0,Correct
Marketing - Admin Support ,Full-time,Associate,Retail,Administrative,1,0,0,Correct
Junior Marketeer & Game tester,unknown,unknown,unknown,unknown,1,0,0,Correct
Staff ER Nurse,Full-time,Director,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Marketing Representative,Full-time,Associate,Financial Services,Marketing,1,0,0,Correct
PROGRESS Systems Supervisor,Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
Inside Sales Representative (Phoenix),unknown,unknown,unknown,Sales,1,0,0,Correct
Property Preservation Field Crews,Contract,unknown,Real Estate,unknown,0,1,1,Correct
Controller,unknown,unknown,unknown,unknown,1,0,0,Correct
Pre-Sales Engineer ,unknown,unknown,unknown,unknown,1,0,0,Correct
Philippines - Manager - Booking Team,unknown,unknown,unknown,unknown,1,0,0,Correct
WF7 5BE Pontefract Recruitment Apprenticeship 16-18 Year Olds Only,Full-time,Internship,unknown,unknown,1,0,0,Correct
Technical Project Manager,Full-time,Mid-Senior level,Internet,Production,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Driver I,Full-time,Entry level,Facilities Services,Customer Service,1,0,0,Correct
Registered Nurse  ,Full-time,unknown,Hospital & Health Care,unknown,0,1,1,Correct
"Life Insurance Agent - San Diego, CA",Full-time,Not Applicable,Insurance,Sales,1,0,0,Correct
Lean Manufacturing,Full-time,unknown,unknown,unknown,0,0,0,Correct
I'd love to work at Mobi2Go,unknown,unknown,unknown,unknown,1,0,0,Correct
Summer interns - 2014/15,Contract,Internship,Electrical/Electronic Manufacturing,Engineering,1,0,0,Correct
Accountant,Full-time,Not Applicable,Financial Services,Accounting/Auditing,0,1,1,Correct
.NET Developer,Contract,unknown,unknown,unknown,1,0,0,Correct
Customer Service Associate,unknown,Entry level,unknown,Administrative,0,1,1,Correct
"Technical Recruiter, Client Lead",Full-time,Mid-Senior level,Human Resources,Human Resources,0,0,0,Correct
INSTALLERS NEEDED,Contract,Entry level,unknown,unknown,0,0,0,Correct
Web Designer,unknown,unknown,unknown,unknown,1,0,0,Correct
Casual/Part-Time Position,unknown,unknown,unknown,unknown,0,0,0,Correct
Data Entry Clerk,Part-time,Not Applicable,Accounting,Administrative,0,1,0,Wrong
Service Delivery Manager,Full-time,Mid-Senior level,Information Technology and Services,Production,1,0,0,Correct
Technical Operations Engineer,Full-time,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
Content Marketing Writer / Editor (remote/telecommute),Full-time,Mid-Senior level,Design,Marketing,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Telesales Executives,Full-time,Associate,unknown,Business Development,1,0,0,Correct
Care Worker (Personal Assistant) ,unknown,Not Applicable,"Health, Wellness and Fitness",unknown,1,0,0,Correct
Mortgage Loan Coordinator,Full-time,Entry level,Financial Services,Finance,1,0,0,Correct
Backend Developer,Full-time,unknown,Internet,Engineering,1,0,0,Correct
EXECUTIVE CHEF,Full-time,Executive,Food & Beverages,unknown,1,0,0,Correct
Content Writer,Full-time,unknown,unknown,Training,1,0,0,Correct
Event Sales Executive,Full-time,Entry level,Events Services,Sales,1,0,0,Correct
SEO Manager,unknown,unknown,unknown,Marketing,1,0,0,Correct
IT Security Analyst,Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
.NET DEVELOPER,Full-time,unknown,Staffing and Recruiting,Information Technology,1,0,0,Correct
Senior Software Engineer Server Side (C++),Full-time,Not Applicable,Computer Software,Engineering,1,0,0,Correct
Director of Finance,unknown,unknown,unknown,unknown,1,0,0,Correct
Advanced RF Technologies,unknown,unknown,unknown,unknown,1,0,0,Correct
Director of Patient Care Services,Full-time,Not Applicable,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Title Insurance & Settlement Sales: Midwestern Account Executive,Full-time,Mid-Senior level,Real Estate,Sales,1,0,0,Correct
Hiring for Business Analyst,Contract,unknown,unknown,Information Technology,0,0,0,Correct
DevOps Engineer,Full-time,Mid-Senior level,Consumer Goods,Information Technology,1,0,0,Correct
Lead Developer,Full-time,Mid-Senior level,Biotechnology,Information Technology,0,0,0,Correct
Art Director (Freelance to Full-time),Full-time,Associate,Graphic Design,Art/Creative,1,0,0,Correct
Office Manager,unknown,unknown,unknown,unknown,0,0,0,Correct
Sr Software Engineer (Python/Django) - Remote,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
Jr. Engineering Tech,unknown,unknown,unknown,unknown,1,0,0,Correct
Data Science Intern,Part-time,unknown,unknown,Data Analyst,1,0,0,Correct
Senior Developer Ruby on Rails,unknown,unknown,unknown,unknown,1,0,0,Correct
Home Based Payroll Typist/Data Entry Clerks Positions Available,unknown,unknown,unknown,unknown,0,1,1,Correct
Junior PHP Developer (M/F),Full-time,Entry level,Computer Software,unknown,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
CNC Machinist,Full-time,unknown,unknown,unknown,0,0,0,Correct
Integration/API Engineer,Full-time,Mid-Senior level,Entertainment,unknown,0,0,0,Correct
Management Associate,Full-time,unknown,Education Management,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Quality Assurance Engineer,Full-time,Mid-Senior level,Information Technology and Services,Quality Assurance,1,0,0,Correct
Financial Services Professional,Full-time,Not Applicable,Financial Services,Sales,1,0,0,Correct
Art Director,unknown,unknown,unknown,unknown,1,0,0,Correct
Durham Business Admin Apprenticeship Under NAS 16-24 Year Olds Only,unknown,Not Applicable,unknown,Administrative,1,0,0,Correct
iOS Mobile Developer,Full-time,unknown,unknown,unknown,1,0,0,Correct
Contract Aspx.Net Developer,Contract,unknown,unknown,unknown,1,0,0,Correct
Legal Billing Coordinator,Full-time,Not Applicable,Law Practice,Accounting/Auditing,1,0,0,Correct
Maintenance Mechanic,Full-time,unknown,Machinery,unknown,0,0,0,Correct
PHP w/ Laravel Developers,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Design Engineer Metrology,Contract,unknown,Computer Software,unknown,1,0,0,Correct
Building Technician/Driver II ,Full-time,Entry level,Computer Software,Customer Service,1,0,0,Correct
Belfast Fragrance and Beauty Promotional Staff,Temporary,Associate,Cosmetics,Sales,1,0,0,Correct
Material Handler,unknown,unknown,unknown,unknown,0,0,0,Correct
Rich Media Support Specialist,Full-time,Entry level,Information Technology and Services,Information Technology,1,0,0,Correct
"IT Support Technician (L2, L3, Engineer)  ",unknown,unknown,unknown,unknown,1,0,0,Correct
DevOps Engineer,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Mobile Developer (iOS),Full-time,unknown,E-Learning,Engineering,1,0,0,Correct
Customer Service Associate - Part Time,Part-time,Entry level,Facilities Services,Customer Service,1,0,0,Correct
Junior Support Developer,Full-time,Entry level,unknown,unknown,1,0,0,Correct
Senior Developer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
"North East Health and Social Level 2, 3 and 5 Assessors",Temporary,unknown,Hospital & Health Care,Training,1,0,0,Correct
Experienced Optician/Manager,Full-time,Entry level,Medical Practice,unknown,1,0,0,Correct
Product Strategist,Full-time,Mid-Senior level,Information Technology and Services,Product Management,0,0,0,Correct
"Assistant Store Manager- Central, South & West",Full-time,Mid-Senior level,Retail,Management,1,0,0,Correct
Coventry Fragrance and Beauty Promotional Staff,Temporary,Associate,Cosmetics,Sales,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Business Development International (m/f),Full-time,Mid-Senior level,Internet,Business Development,0,0,0,Correct
PT / FT Drivers,Full-time,Entry level,Transportation/Trucking/Railroad,General Business,0,0,0,Correct
Trainee Business Services Associate,unknown,unknown,unknown,unknown,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Application Developer,Full-time,unknown,Computer Software,unknown,0,0,0,Correct
Senior / Lead Designer,Full-time,Mid-Senior level,Internet,Design,1,0,0,Correct
Junior Quality Assurance Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Software Engineer,Full-time,unknown,Music,Engineering,0,0,0,Correct
Business Development Guru,Full-time,Mid-Senior level,Marketing and Advertising,Sales,1,0,0,Correct
Customer Service and Dispatch ,Part-time,unknown,Logistics and Supply Chain,Customer Service,1,0,0,Correct
Senior Microsoft Engineer,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
"VP, Human Resources",Full-time,unknown,unknown,Human Resources,1,0,0,Correct
IT Assistant (Internship/Stage),Temporary,Internship,unknown,unknown,0,0,0,Correct
Business Development Representative (Sales),unknown,unknown,unknown,unknown,0,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
"Cognos Developer - SQL Java JQuery - Baltimore, MD",Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
Senior UI Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
"Account Manager, Strategic Partnerships",Full-time,Associate,Events Services,Business Development,0,0,0,Correct
Business Analyst - Decision Sciences,Full-time,unknown,Financial Services,unknown,1,0,0,Correct
Junior Data Analyst ,Full-time,Entry level,Retail,Data Analyst,1,0,0,Correct
Campaign Consultant (uncapped commissions),Contract,Mid-Senior level,Internet,Sales,1,0,0,Correct
DH2 1AN Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,unknown,Not Applicable,Human Resources,Administrative,1,0,0,Correct
Appointment Setter,Full-time,Entry level,Construction,Administrative,1,0,0,Correct
Vaadin Developer ,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Part time shop assistant,unknown,unknown,unknown,unknown,0,0,0,Correct
Assistant Service Manager,Full-time,unknown,Hospital & Health Care,Management,1,0,0,Correct
Director of Hardware,Full-time,Director,Consumer Electronics,Engineering,1,0,0,Correct
Operations Manager,unknown,unknown,unknown,unknown,0,0,0,Correct
